,Text
764,'@yadavakhilesh @akshayyadavmp I love  ak jee up ke cm aap hoge'
765,https://t.co/LmlzrGbKKU\nhttps://t.co/OAq9gqEOCP\nhttps://t.co/opzPvjQDtT (didn't know he had aap xD)\nhttps://t.co/3VjzozJczX\nhttps://t.co/woNoYMB73D
766,'@KhadseVasant 5va gober mein se kohinoor nikal raha hei
767,'@AyeshaRajabAli1 Haan Yeh Sai Hay 😃 Ab Apne Aap Ko Choondi Wad Lo Takay Aankh Khul Jaye Nai Tou Talaloo Bhangray Wala Aa Jaye Ga 😁😜😜BC Konsay Nashay Kartay Ho Tum Log ?'
768,'@CaGhadiali @saffrontweetr @sanstocktrader Nafrat vo kaha laate hai sir. Unhone to bas point kia. Suna hai na Harsha ke saath kya kia aapke logo ne.? Ye latest wala hai. Uske pehle bhi aise kai baar hua hai. Lekin aap jaise pdhe likhe musalman bhi kabhi condemn nahi krte. Warna abtak aapki kaum me bhi badlav aa jaata.'
769,'@simrayousuf aap ney edward khareeda huwa hai?'
770,'Kripya aap aake apne thappado ka swikar kare \U0001f90c @MaishaDarshan'
771,'@KishoreKomaar @Faisalopines @SunnyFCB @stevesmith49 Us nay kon sa teer maar tha jo us ko aap yaad rakho ge.'
772,'@UmairSarah @geonews_urdu serf aap ki aik hi ladli utartti hai .. yaad hai na?'
773,'@Khan77Hina Ye Allah kai faisllay hai aap ke jub honi ho ge ho jaye gee'
774,'@pagalfalsafi Bhai aap ki @Shine_Stine ki @SumoRizvi ki aur @msfarooqui79 bhai ki tweet to like krna deserve karti hi hain...'
775,'@indian_nagrik @teamrrg @imfulara @DubariyaUmesh @ArvindKejriwal Leave it yarr
776,'@fakirmamadtheb3 @VtvGujarati Desh dhrohi ki tarah baat kar raho aap baatkarna nahi aata to aapne aaka o se shikh lo bhikhari tum ho'
777,'@EducarePak @Ambarseriya Aap donu apus main dost ho?'
778,'SAARE PEOPLE KRIPYA ATTENTION DE.\n\nAAJ IS LADKI (IN MY PFP) JANAMDIN HAI.\nAAP ISKE LIYE EK EK THAPPAD JARUR DALE COMMENTS ME..\nDHANYAWAD 😌'
779,'@RKGaur11 @Aamitabh2 Gaud arthshastri ji ye pension free ka rice 
780,'@SrishtiSJainAAP iss baar AAP ki sarkar\n\n@ArvindKejriwal @msisodia @raghav_chadha @AtishiAAP @kgahlot @SatyendarJain @ipathak25'
781,'@naheedtafheemg1 @BHARGAV16180 @nowshehrasansi @KDSindhi Not all. But for many..u ever talk of kashmiri
782,@AestheticHazel_ Sadhana you're so sweet and nice but aap ki dost Zena itni rude kese hai. Teach her something 😔
783,"If u hv come across people who r maligning AAP female volunteers in Sandeep's case, plz contact 30guptaviv and help him collect evidence."
784,'@indian_nagrik @teamrrg @imfulara @DubariyaUmesh @ArvindKejriwal @teamrrg Yahi hota hai
785,'So aap bhi to mano ki modi g haramkhoro ko kuch nahi karte.\nBjp hinduwo ko daea ke politics karti hai
786,'@KapilDe71750509 @BhimArmyChief Tu sabse bda dalal hai q गठबंधन किए थे spa sa tum dalal the  kya aaj gyani bne ho tum sab dalali karte ho aur mayavati g ka name lekar apne aap ko samjhdar mat samjho'
787,'@realsehajpal Agar aap kehte ho to kar denge. Warna inki 100 pushte bhi na bache humse🙏'
788,'@NOTaCELEB__ Phele aap kro sir🙂'
789,'@AamAadmiParty https://t.co/1hPRfsFtTF'
790,'@AamAadmiParty @BhagwantMann https://t.co/1hPRfsFtTF'
791,'@Aap_ward61 @ArvindKejriwal @msisodia @SanjayAzadSln @ipathak25 @AtishiAAP @pankajgupta @AapKaGopalRai @bhatianuj7 @IacGaurav @AdilKhanAAP Jindabaad'
792,'@14_aryanp Bc yaha 150 nahi ho raha aap ro rahe ho 190s main 😭😭'
793,"'""yeh dekhna mera kaam hai k aap se ghaltiyaan naa ho\'n""\ncuteeeeeeeee'"
794,'@ranvijaylive In that logic many things junk kha rahi hai Aap ke Ghar main. Will you invite or allow people to use that who are in need of it.'
795,'@AamAadmiParty https://t.co/1hPRfsFtTF'
796,'@atif_ap_bhi_na Yaar Bohut Saste log ho aap'
797,'@JalajChaudhary_ @ArvindKejriwal @msisodia @SanjayAzadSln @ipathak25 @AtishiAAP @pankajgupta @AapKaGopalRai @bhatianuj7 @IacGaurav @AdilKhanAAP @Amitjanhit @AnitaSingh_ @abhishekaap_ @SanjayGarg_aap @TIGER_Lohan @DevMohanSingh @Deepaksinglaa @Sanjeev_aap @AkashVerma015 @SarveshMishra_ @JalajChaudhary_  jindabaad'
798,'@TeamUmarRiaz FC..... Aap Dil Lelo🥺🥺'
799,'@SamiullahKhan__ @ArshadMadani007 Aap ko sarm Aani cahiye'
800,'@SabMayaHai_ @KakarWithOneK mummy ye aap kya keh rahi haen 😍'
801,'@dumbavika Acha ho jhayega agar aap baat karogi toh .'
802,'@KudiPatakha_ Arre bilkul. Aap bol tab hi 😅'
803,'Haan tou mujhy kabhi 8 saalon mein BD wish ki hai jo mein Aapko BD wish karon gi 🤛😬 ub mein ne badla laina hai Aap se 😉😁 @SAfridiOfficial kaisa 😂 https://t.co/gS2SJp50zc'
804,'@rubinav0712 @ShamitaShettyF1 Aap proof karo pehle aap aunty ho mujhe aap aadhar kard mat dikho sirf bol do mai maan lunga aap aunty ho🤣🤣🤣🤣'
805,'@ANI aap logon ke bas ki baat bhi nhi hai. Never trust the USA firstly Afghanistan now Ukraine.'
806,"Ik was 'mevrouw van Zetten', en ik moest een aap platspuiten, maar in plaats daarvan spoot ik de directeur van de dierentuin plat. In het script stond 'in zijn kont', maar dat mocht niet, ik moest in zijn arm spuiten. https://t.co/YLNrGL6rNI"
807,'@sonalgoelias Aap ko bhi maim🌺'
808,'@Trollybhai mai jo bhi likhta hu apni jindagi ki sacchai lilhta hu agr aap usko ramndi rona ka naam dena chahte to koo baat nhi lekin mere dukh dard pain sach hai'
809,'@JalajChaudhary_ @ArvindKejriwal @SanjayAzadSln @ipathak25 @AtishiAAP @pankajgupta @bhatianuj7 @abhishekaap_ @Amitjanhit @TIGER_Lohan @SanjayGarg_aap @DevMohanSingh @Deepaksinglaa @AkashVerma015 @ramkumarjha @yashprince871 @SarveshMishra_ Bjp chor hai'
810,'@AbhishekM1976 @Rupeshca2001 @Being_Humor @priyankac19 bro kutto ko smjha sakte ho aap but jo suar ban chuke hai wo n smjhenge chhodo.. 🙏'
811,'@caniyaar @HaiderAzhar @MultanSultans @ShahnawazDahani Aap ka mene Grassroot wala sara interview suna tha. Aap ne jo kaha tha that 8 overs will be game changing for us by Immmy T and Asif Afridi in Lahore leg .. wo point yaar kamal ki thi .. baki aap bhe Mashaullah Good he no doubt 💯🙏🖤'
812,'@hinaparvezbutt Bilkul jaise aap zardari kabbi maulana diesel kabbi kisi k pair parrny ponchy hoty'
813,'@JalajChaudhary_ @ArvindKejriwal @msisodia @SanjayAzadSln @ipathak25 @AtishiAAP @pankajgupta @AapKaGopalRai @bhatianuj7 @IacGaurav @AdilKhanAAP @Amitjanhit @AnitaSingh_ @abhishekaap_ @SanjayGarg_aap @TIGER_Lohan @DevMohanSingh @Deepaksinglaa @Sanjeev_aap @AkashVerma015 @SarveshMishra_ Jeetoge aap hum saath hai'
814,'@notaaashiii Aap bhi karlo kon rok raha hai'
815,'@pagalfalsafi Qasoor inka nahi...baki to aap samjh hi gaye hongay...😜😜'
816,'@bitmapfiles @Ashutos91977719 @Ayusshx @Utkarsh52068196 @Steven_OConnor1 @spectatorindex nahin
817,'@DuraniMaria Nhi aap bnn jaavo'
818,'@Parteek58432765 Kam soyengi aap 😴🙆'
819,'Suno LaLa zara mein aaj piyar bhary tweets is liay kr rahi hoon k kal Aapki BD hai or mein ne Aapko BD wish karni nahi ..... ???? taa Aap mujh se Naraz na ho jaaein 😉😁😂\n@SAfridiOfficial'
820,'Irani ji gas ka Barla Jahangir hai.Larkin aap Ernie moti Kaiser ho gay I diet Bahi Kartik ya much galat cheek khabrahi hai? https://t.co/aZDmPAhAdb'
821,'@nousheen_irfan Ab aap jisay best keh rahi hain use follow to karna parray ga naa'
822,'余ったAAPでグラニ殴ったら初ミーレス来た・・・来たけどこれか～ https://t.co/XpWwCK10k8'
823,@Priya99656223 @FaultIInMyStars @V_Tweetss @kkundrra @itsmetejasswi Neend se uth jao fir you will know. I'm not here to give you proof. Kisike pas ss hai to dekh lo jake. Sara siyappa uske taunt k wajah se create hua hai aur aap ki to abhi good morning hui hai lol\n\nRULA DETI HAI X TEJRAN
824,'@Ashutos91977719 @bitmapfiles @Ayusshx @Utkarsh52068196 @Steven_OConnor1 @spectatorindex aap bakavaas murga chehara baat karate hain'
825,'@AamAadmiParty Imandar cm Arvind kejrival
826,'@ipakistan22 Aap nay yaad jo kia hai'
827,'@ThisHaroon @walaitee Kash aap mere liye ahem hote'
828,'@realsehajpal Aap bas kaam karte raho aur earn karo
829,'@SdqJaan ALLAH KAREEM..\naap ko aor aap k tammaam pyaron ko apni khaas ammaan mey rakhey..aameen\ngreat young man..\nlove u dear younger brother..'
830,'@news24tvchannel @priyankagandhi Madam jii
831,'@HEY_P23 aisa hai to aap ye pehen ke click krke dikhao'
832,'@zoo_bear Bhai aap is do kaudi ke insan ko RT  diye ??'
833,'@crazy_anju 😊❤️🤗 kaise ho aap?'
834,'@iamgkkj Haa\nPar me dekh rha tha ki aap kya karte\nAcc public ya SS 😹💀💀'
835,'Ab desh aap ka hath mai chunav nishan hath ka panja ✋✋✋✋ https://t.co/23bLvLebLe'
836,'@Muhamma72973397 @MemonaMushtaq @s_respectforall Ch Nisar koO choOrain ye toO goOrda hai....aap Dr.Abdul Qadir khan aoOr un k saaThiyoOn k video biyaaan mulahiza farmayen....jinhoOn ny Atom bomb banaya'
837,'@VeenaAgrawal55 @PragyaLive Kis mahanubhav ko bta rahi ho.. aap ye mohtarma pappu aur tipu se jyada aage ki sochne wali h.. iske video share krke iski pratistha n badhaye.. 🙏🙏🙏'
838,'@Sonalimumbai1 zordar ho aap….🙏🏼'
839,'@HYG50495223 @Haqeeqat_TV Bht achi baat ki aap ny...'
840,'@pathanyxz Mujhe aap se kuch baat karni hai'
841,'@HarmeetJolly1 @sakshijoshii @narendramodi 😆  Aap toh sir free hain na 😆 jateh kiu nehi Ukraine 😆 airspace bandh hai baki 🏍️🚜🚙🚘🚑🚓🚔🚕🚖🚗🛵🚲🛴🛹🛶🎠 Kuch uthaiya or jaiya rescue karne. Ministry of Foreign Affairs apna kam kar raha hain. Evacuation suru hogaya. Aap ministry may phone kar ke puchia'
842,'@NavyaRastogi11 @VietaJumps Yeh toh zindagi ne maar rakhi hai humari
843,'...Aap Sab ke Sab Aap Saare ke Saare Aap ek ek aur Aap har ek Viewers ka... (27/n)'
844,'@thedirtysprite jb aap ek gareeb nichi jaati ke ghar paida hote aur ji da bach jaate fir wohi se aap survival of the fittest me aajate agr survive kr paa rhe mtlb patathar se bhi kathor hogye'
845,'@PathanisIssues Beta aap mje first sec mai reply den gi 😂🔪'
846,'@ipakistan22 Aap khud he bta day!'
847,'@AmitabhJha3 Aap batado'
848,'@Khanlove123459 @gulraiz554 @mjavinod  aap bhi Khushi manain.'
849,'@AshwinR94 @Hardhitter1994 Thoda captain banaao. Pressure mein daalo. Hundreds band apne aap ho jaayenge. 😛 Last season with DC was just a trailer of how his aggression got contained.'
850,'Hone pr ek madan kumar chaudhary ji ke wife ka parsh jisme 2 mo. Tha jiska no.8292916839 aur dusra no.8294097779.aur 2000rupya aur ghna lekar bhag gya .kripya aapse se gujarish h aap inkaa help kre'
851,'@iCatYoongles_ @MyBoo__Kookie Meri biwi ho kr aur logon se flirt krti hain aap? Talaq de dun?'
852,'@Aap_Janaab 🤝'
853,'@sarmistha_patro Itna late tk padai dhnya ho aap🙏.\nDark circle ho jayenge ab kl pad lena.\nWaise mujhe bhi nind nhi a rhi hai😞.'
854,'@iamgkkj Thank you 🤝\n\nLekinIsse accha aap hi ss de dete itni takleef kyu ki😹😭😭'
855,'@Aap_Janaab 🤝'
856,'@RubikaLiyaquat @ABPNews @myogiadityanath 😂😂😂what a joke...\nSab say easy interview hoga ..\nAgar bebaak interview may yeh sawal hogay...\n1. Aap nay kai innocent protestors ko marwa diya...kya aap per bhi case hona chahiye???\n2. Aap nay Backward caste walon ko kyun paraya samjha??\n3. Aap saand per kya kahogay???'
857,'@Shabana29843847 @IamRealSohaibK @terigalii Aap bhi ignore krlo hume 🤧🤧\U0001f90d💔'
858,'@SeemaKushwah_ Aap kafi jyada khoobsurat ho. Tareef ki lafz nehi mil raha'
859,'@Aap_Janaab 🙂😔'
860,@The_Lost_Poet_ it's congress in aap.
861,'my mom made us watch shehzori for the first time yesterday and she asked my sister
862,'@priyankac19 When people do something
863,'@AsmaKha99135711 Nam kia he ?\nMa to suna he Abi 30 minutes pehly \nAap se poch raha hon'
864,'@PropositionJoe0 @A_BrahminGirlll Are dhruval seth aap bhi jage ho 😂🤣\n\nThanks 😻'
865,'@BRabwah @MKAUSATarbiyyat @MuslimYouthUSA Jese Baqi ke sare kaam aap Quran Hadies k mutabiq karte ho na?\nApne iLam pe maghroor personality lagte ho!'
866,'@Newbie_fille Ut patang tweet karo….apne aap aa jayegi'
867,'@ChogleSarah @TejaKaranLove1 @anihanuchaudhry Sarah chogle ji
868,'@_iamsherilyn Hybrid aap she'
869,'Aap ko jo padsand ho wo hi Barabar he https://t.co/58eUEEEvYT'
870,'@parmes_h @ryoske97 @harish57326543 @CryptooAdy I agree ki kucoin ya huobi par trade karoge to gov track nahi kar payegi but at last bank me wapas lene k liye to u have to use indian exchange to jaise aap bank logo gov will find out that u have made profit So agar chori pakdi gai to badi saja hogi instead of simply paying tax'
871,'@Dahiy2Dharamvir @dhruv_rathee @Dahiy2Dharamvir lgta hai aapne kisi multiverse k haryana punjab ki baat ki h……punjab mai me padh rha hu or yha sirf 4 govt medical clg hai…..kuch private hai pr saare total bhi kare punjab haryana k to 45 nahi bante or aap to new 45 gina rhe ho…..band krdo dalali'
872,'@Aap_Janaab 😂😂🙂'
873,'@SahibaEk Aap bahut cute ho'
874,'Telemedicine Visits address concerns while you are safely at home.\n#Telemedicine #AAP #TPGPediatrics https://t.co/psxErleEkK https://t.co/zaYXcAWYVc'
875,'@Aap_Janaab Yeah 🥺'
876,'Isi liye tere jaise chu*** ko Aaj tak ne nikal diya lat marke. Tujhe journalist kisne banaya bhai? Tu apne aap ko SP ka karyakarta ghosit kyu nahi kar deta? https://t.co/iWo4GPs1lL'
877,'@MLARituraj Yahi baate to sabko apna fan bana rahi hai... Aap hi aap hai .... Baki sab saaf hai...'
878,'@RaniMukerjiNahi Aap bhi nikl jao kon rok rha'
879,'@sunnyxladdoo Mei tejran hu aap tejran ho \nYeh pata hai na aapko\n#TejRan\n#RulaDetiHai \nRULA DETI HAI X TEJRAN'
880,'@shadyantrakari5 @QuantumAkki tareef nhi karni hai
881,'@ThePerilousGirl Ish vishay par Expert aap ho aur hum logon se puch rahi ho.'
882,'@WaseemBadami Aap #HLPJ khtm honay ka baad show ka konsa part sab say zyada miss krty hain? ❤️'
883,'@iiiamarjunsingh Aap bol rahe ho toh maan lete h'
884,'@RetardedHurt @Oye_Jahazi Mohandas bhai aap dubara kab aaye😭😭😭....!!!'
885,'@iamtayyab37 Jo shakhs aap s zayada prhne lag jae log use theeta kehne lag jate hn. Idk out of some kind of grudge or smth. But this is really toxic!!!🙂'
886,'@outof22yards Kiske side ho aap ?'
887,'#TheFameGame what a series
888,'@Aap_Janaab 💯🙂'
889,'@HuzefaAziz10 @aliwhaa ab phass gaye hain aap mujh se dosti kar ke 😪🤧'
890,'Is it Aam Aadmi Party or Anarchist Arvind Party? \n\n@ArvindKejriwal\n@AamAadmiParty \n@INCDelhi \n@BJP4Delhi \n@adeshguptabjp \n@LambaAlka'
891,'Modi ji aap reservation 90% karne ka plan banao kaha in faltu k chakkaro me pad rhe. 😜 https://t.co/qvJQnwiBaG'
892,'@MomentumTraderz Sir ji 🙏 aap aise na bolo aap guru hai hamare'
893,'@MumbaichaDon @pallavict Bhai kya aap bhi. Modiji abstained. Yeh dekh ke UAE abstained. Modiji ka credit na lo. 😝on serious note
894,'@yogrishiramdev Toh aap salwar kameez pahenkar bhaage kyun they … naam dooba diya aapne toh 😂🤣'
895,'@lalamurtaza251 @babarazam258 Aap ko koi khaas masla hai shaid babar se'
896,'@WaseemBadami Bhut sari Duain humesha aap ky sath hain❤️'
897,'.@smritiirani @BJP4India @narendramodi @AmitShah\nगुजरात मॉडल की अमर्यादित टोली !\nनिकम्मेपन को दफनाने किसी को भी कुछ भी बोल देना जुमलों के धोखे की तरह निकम्मेपन पर नाकामी से ध्यान हटाने का हथकंडा !\nजनता की कमाई पर ऐश करते सत्ताभोगी।\nप्रतिद्वंदी आतंकी !\n@AamAadmiParty @AAPMiraBhy https://t.co/xa84peBk40'
898,'@akshaykumar Aap aam kaise khate ho sir? Cut karke ya chuss k?'
899,'@Kinza_81 Aap aapne Babu ko khilaow ji'
900,'@yourownnoob dfa kren unko
901,'Modi ji aap se anurodh hai ki humare desh ki ladkiyan surakshit nahi hai .aap koi sakht niyam bnye in hatyaron ke liye.... please aap hamari guhar sun lijiye.... please @narendramodi'
902,'@Wabbasi007 Tumhari Abba ji Nawaz shareef or baji Maryam justice shamim k affidavit pe game karrahy thay under trail case pe us waqt aap Nepal Mai Thay?'
903,'@Aap_Janaab ♥️'
904,'@Aap_Janaab 😩🤝'
905,'@HeyItsAtif Aap bata do phr kiya krna chahiye
906,'@WhatTheJahanum Yar aap aik baar hi goli khaa lo mujhsy?👉🏼👈🏼'
907,'@HamzaIq06430459 G aap to jaa rhy hn apki seat mujhy smbhalna prni 😌'
908,'@smartindian_joy @Arun2981 Means total 11 milega AAP ko udhar. Uska desposit lose hona thay hai.'
909,'@BroImLiving Nahi aap'
910,'@Vishalkkotian @ColorsTV @BiggBoss Aap decide karlo
911,'@SahibaEk @Dr_MehakSaba Arey bhai abhi tau aap peda he nahi hoe hain g.'
912,'@PriyankaJShukla \nAap tak msg kaise bhej pana sambhav hai \nBahan🙏   muje koi paise nahe chahiye koi bhi tweet chk kar sakte hai aap'
913,'@foodpandaa_ Hahahah
914,'@fizzaaa_1 WOW KIA KHOB KAHA AAP NAY'
915,'@Harbind13 @saurabhsood1988 @RaviSinghKA @Sadhvi_prachi @singhanjalitv9 @AMISHDEVGAN @AmanChopra_ @beingarun28 War shuru hoke 48 hrs hue hai aur Khalsa aid took 58 hours to reach that includes paperwork. Unko pehle hi pata tha Putin hamla karega. Wah sir
916,'@imAshraf_07 please take it lightly\nJab aap pm bano tab aap decide karna videsh niti.😜\ncricket 🏏 me commentary wala hamesha batata hai ke ye bol ese khel na chahiye lekin khud vaha ho to pata chale😜'
917,'...to fir mere ekdum Vahi Shri Ram ji Bhagwaan ji
918,'@babykristy__ Aap bolti ho to okay thori daer tk soti hon😭'
919,'@Sweetyraj_ Aap Karo na'
920,'@rubinav0712 @ShamitaShettyF1 Mai 18 hu
921,'Happy Birthday to the one who actually helped me kickstart my career in front of the camera. @prrrince
922,'@HinaMehwish6 Aap se zarori bat pochni thi please in inbox'
923,'@HansrajMeena @narendramodi Samjdar log samay rahete nikal chuke hai
924,'@Oye_aliraza @2 @Oye_aliraza 🤣🤣aap hi aye'
925,'@WaseemBadami @MishalZehra02 WB Aap na bhi kahein to bhi hum Aap ke liye har namaz Mein Dua zaror karte hein Aap ke liye Dua na karein to humari Dua humein uncomplicate lagti hai'
926,'@a_fierce_noob Yehi k aap 2 hain'
927,'@pbhabhi277 @HasmukhTank5 @1NehaAgarwal @Purvii703 @EktaPat1435 @adityao73484104 @ADITIMEENA1743 @sab_ki_jyoti @gudiya_mishrain @MrsSoumyaGupta @nm8128658 @Richav0 @MeenuRaj_ @BABBUPA21525010 @DilipKu78914343 @RiyaRani__ @anyra_ak47 @KomalRand aap kho pasand hai butiyful? https://t.co/NHwMYuRWSE'
928,'Fits like a glove. IAC
929,'@SandurShirish @jogarcia618 Are professor champak chodu aap yahaan kya kar rhe aap army me jaaiyye advise wadvise dijiye'
930,'@V_Tweetss Hmre pass id suspend krne ka time nahi hai
931,'@VinaySh96237278 Naa Bhai. Aap?'
932,'@Zaheen_Srkian Bhai aap logo ke dm to bhare hi rahte honge'
933,'उत्तरप्रदेश विधानसभा चुनाव \nरुधौली विधानसभा\nप्रत्याशी - पुष्करादित्य सिंह\n#AAP\n\n@ArvindKejriwal https://t.co/ub9iIjhAyV'
934,'@ashubhuvan @RS_Mishr @samajwadiparty Isko dekhna aur btana phir aap me kya soncha hai https://t.co/KBc4Sl4Ig1'
935,'Hone pr ek madan kumar chaudhary ji ke wife ka parsh jisme 2 mo. Tha jiska no.8292916839 aur dusra no.8294097779.aur 2000rupya aur ghna lekar bhag gya .kripya aapse se gujarish h aap inkaa help kre'
936,'@KiruxTweets Aap gu
937,'@DrKumarDewant Ha btaye t aap single h...hope u get d girl who deserves u 😊'
